Gene	0	1	2	3
2223	6.40682E-05	4.61343E-05	4.85313E-06	0
2224	6.40682E-05	6.15791E-05	2.84174E-07	0
2225	0.000398163	0.000441572	0.000595983	0.000625964
2226	0.000398163	0.000489794	0.000565546	0.000533663
2227	0.000496794	0.000457695	0.000577969	0.000528326
2228	0.000496794	0.000446054	0.000712417	0.000654306
2229	0.000261662	0.000189164	6.04069E-07	0
2230	0.000261662	0.000221009	7.96633E-06	0
2231	0.000250623	0.000171344	5.04748E-05	7.7229E-06
2232	0.000250623	0.000137965	7.58699E-05	2.13542E-05
2233	0.000240576	0.00024592	0.000252456	0.000191228
2234	0.000240576	0.000180171	0.000261605	0.000233039
2235	0.000277108	0.000296131	0.000390143	0.000353875
2236	0.000277108	0.000298409	0.000465257	0.000459531
2237	0.000228792	0.000258494	0.000317153	0.000310531
2238	0.000228792	0.000347144	0.000347847	0.000327677
2239	0.000221909	0.000232064	0.000285622	0.000232145
2240	0.000221909	0.000316619	0.000270812	0.000283676
2241	0.000238562	0.000263921	6.34842E-05	6.85286E-06
2242	0.000238562	0.000135384	0	3.70445E-06
2243	0.000334632	0.000411096	0.000414208	0.00040164
2244	0.000334632	0.00045416	0.000589971	0.000730361
2245	0.000261762	0.00028339	0.000341914	0.000321543
2246	0.000261762	0.000231942	0.000379913	0.00036081
2247	0.000219312	0.000102712	7.15935E-06	3.17634E-07
2248	0.000219312	0.000151521	2.72124E-06	3.95435E-07
2249	0.000305471	0.000359797	0.000421731	0.000417729
2250	0.000305471	0.000178702	0.000506709	0.000590323
2251	0.000101779	7.68856E-05	1.43588E-06	0
2252	0.000101779	3.91865E-05	0	0
2253	0.000307221	6.72999E-05	9.64525E-07	0
2254	0.000307221	0.000246387	0	4.34979E-07
2255	0.000228095	9.91049E-05	4.55597E-06	6.98708E-07
2256	0.000228095	0.00011252	4.68906E-06	0
2257	0.000523295	0.000365498	7.23146E-05	1.10102E-05
2258	0.000523295	0.000415773	0.000273819	0.00015017
2259	0.000303075	0.000326607	0.000437415	0.000405116
2260	0.000303075	0.000379208	0.000414175	0.000442151
2261	0.000397185	0.00039241	0.000268283	0.000124299
2262	0.000397185	0.000519226	0.00055583	0.000662794
2263	0.00029147	0.000314585	0.000469309	0.000472622
2264	0.00029147	0.000365202	0.000485738	0.00047157
2265	0.000296116	0.000265806	0.000206702	0.000120324
2266	0.000296116	0.000227961	0.000419469	0.000561232
2267	0.000297947	0.000323582	0.000438858	0.000464874
2268	0.000297947	0.000291148	0.000369233	0.000246327
2269	0.000217931	0.000238223	0.000260036	0.00022427
2270	0.000217931	0.00029234	0.000214729	0.000160708
2271	0.000240391	0.000330301	0.000403041	0.000413864
2272	0.000240391	0.000291525	0.00047074	0.000520483
2273	0.000244545	0.000292203	0.000235763	0.000127638
2274	0.000244545	0.000273186	0.000275031	0.000190791
2275	0.000282894	0.000371242	0.000408412	0.000381452
2276	0.000282894	0.000415175	0.000543611	0.000520911
2277	0.000110189	0.000106026	0.000133259	0.00011857
2278	0.000110189	2.06768E-05	0.000112262	0.000121081
2279	9.04081E-05	0.000120951	0.000148201	0.000139275
2280	9.04081E-05	3.72252E-05	0.000185828	0.000192636
2281	0.000329829	0.000250326	0.000100878	2.67931E-05
2282	0.000329829	0.000336355	0.000135993	6.92804E-05
2283	0.000113438	9.07776E-05	0	2.13182E-07
2284	0.000113438	9.28372E-05	0	5.84913E-07
2285	0.00024389	0.000332803	0.000404499	0.000419016
2286	0.00024389	0.000257546	0.000508434	0.000579853
2287	0.000321136	0.000347806	0.000428678	0.000403695
2288	0.000321136	0.000282252	0.000409383	0.000430702
2289	4.10861E-05	5.70439E-05	8.23224E-05	7.51323E-05
2290	4.10861E-05	6.84225E-05	5.26302E-05	6.70748E-05
2291	0.000203091	0.000279997	0.000279738	0.000222735
2292	0.000203091	0.000259374	0.000206856	0.000152873
2293	0.000266927	0.000306406	0.000362805	0.000301513
2294	0.000266927	0.000251377	0.000370103	0.000347257
2295	0.000295122	0.000373201	0.000490366	0.000476146
2296	0.000295122	0.00028317	0.000587576	0.000590964
2297	0.000289294	0.000385862	0.000462295	0.000405428
2298	0.000289294	0.000418469	0.000573271	0.000553503
2299	0.000213884	0.000277574	0.000335104	0.000286293
2300	0.000213884	0.000176774	0.000331833	0.000233694
2301	0.000239265	0.000225756	0.00025382	0.000236403
2302	0.000239265	0.000203601	0.000242817	0.000238113
2303	0.000203059	0.000303403	0.000222251	0.000110621
2304	0.000203059	0.000221894	0.000188916	6.13546E-05
2305	5.50932E-05	4.69542E-05	6.23288E-05	4.7088E-05
2306	5.50932E-05	9.28009E-05	3.16643E-05	4.11677E-05
2307	5.82009E-05	3.49325E-05	2.99101E-07	0
2308	5.82009E-05	1.19161E-05	4.59969E-07	0
2309	8.10757E-05	0.000102127	0.000124078	0.000113991
2310	8.10757E-05	6.80633E-05	0.00013446	0.000136381
2311	0.000276062	0.000367228	0.000489719	0.000471673
2312	0.000276062	0.000400802	0.000522697	0.000544594
2313	0.000124575	0.000118674	5.0438E-05	2.62472E-05
2314	0.000124575	6.62986E-05	6.76424E-05	3.90389E-05
2315	6.50175E-05	9.47372E-05	4.29341E-05	2.07961E-05
2316	6.50175E-05	6.69156E-05	6.10871E-05	3.85277E-05
2317	3.27128E-05	4.1207E-05	4.50213E-05	3.72095E-05
2318	3.27128E-05	9.68559E-06	4.44371E-05	4.12651E-05
2319	0.000251361	0.000332075	0.00034812	0.00029401
2320	0.000251361	0.000239166	0.000392035	0.000372449
2321	7.89178E-05	8.31565E-05	9.39211E-05	7.7079E-05
2322	7.89178E-05	2.49527E-05	0.000110961	0.000106333
2323	6.13676E-05	5.88129E-05	3.65396E-05	1.39317E-05
2324	6.13676E-05	3.99298E-05	0.000142563	0.000226069
2325	9.68134E-05	9.95207E-05	0.000119955	0.000110863
2326	9.68134E-05	7.61734E-05	0.000130405	0.00013767
2327	7.90219E-05	2.18306E-05	0	0
2328	7.90219E-05	1.66195E-05	0	0
2329	6.15224E-05	7.02869E-05	8.45323E-05	7.94122E-05
2330	6.15224E-05	2.12208E-05	0.000104444	0.000131499
2331	0.000119013	0.000135949	0.000151603	0.000137038
2332	0.000119013	8.10924E-05	0.000171705	0.000198369
2333	3.25612E-05	3.82263E-05	4.57105E-05	4.4576E-05
2334	3.25612E-05	3.2414E-05	3.69491E-05	4.49525E-05
2335	0.000251274	0.000268989	0.000311005	0.000288777
2336	0.000251274	0.000224235	0.000346053	0.000382926
2337	0.00024189	0.000262739	0.000342602	0.000331762
2338	0.00024189	0.000352218	0.000367576	0.00041161
2339	0.000178107	0.000203782	0.000240204	0.000217757
2340	0.000178107	0.000144163	0.000371775	0.000513857
2341	0.000169166	0.000183982	0.000227769	0.000191768
2342	0.000169166	0.000131938	0.00023847	0.000252982
2343	0.000240917	0.000269135	0.000332376	0.000314626
2344	0.000240917	0.000174356	0.000316079	0.000288032
2345	0.000224317	0.000282935	0.000403953	0.000387662
2346	0.000224317	0.000192943	0.000316481	0.000317253
2347	4.50171E-05	4.81491E-05	5.58986E-05	4.55442E-05
2348	4.50171E-05	2.22339E-05	3.1697E-05	3.40526E-05
2349	0.00025507	0.000290719	0.000271388	0.000174534
2350	0.00025507	0.000185236	0.000243706	0.000108359
2351	0.000182312	0.000204563	0.000217057	0.000193636
2352	0.000182312	9.36296E-05	0.000243244	0.000246521
2353	0.000135472	0.000167158	0.000181331	0.000162542
2354	0.000135472	0.000114793	0.000193868	0.000163879
2355	0.000180642	0.00020302	0.000219154	0.000197295
2356	0.000180642	0.000127169	0.000249213	0.000294345
2357	9.28665E-05	0.000114123	0.000119781	9.72668E-05
2358	9.28665E-05	8.0075E-05	0.000111501	0.000105942
2359	0.000276961	0.000293086	0.000386175	0.000328883
2360	0.000276961	0.000311209	0.000317131	0.000310766
2361	0.000168197	0.000191043	0.000265098	0.000252147
2362	0.000168197	0.000109729	0.00026353	0.00027236
2363	0.000274172	0.000396046	0.000506664	0.000496629
2364	0.000274172	0.000317811	0.000467305	0.000443043
2365	0.000317243	0.000348477	0.000403943	0.000400603
2366	0.000317243	0.000425616	0.000368045	0.00034164
2367	0.000167515	0.000189194	0.000228635	0.000206487
2368	0.000167515	0.000167561	0.00020301	0.000214803
2369	0.000204121	0.000239017	0.000278551	0.000254726
2370	0.000204121	0.000203086	0.000258027	0.000258953
2371	0.000164361	0.000185184	0.0001598	0.00011175
2372	0.000164361	0.000155013	0.000189362	0.00014773
2373	0.000130041	0.000139135	0.000155904	0.000125405
2374	0.000130041	8.81647E-05	0.000115887	8.93703E-05
2375	4.5566E-05	4.59048E-05	3.68185E-05	1.87464E-05
2376	4.5566E-05	2.51565E-05	1.32761E-05	4.64777E-06
2377	0.000127729	0.00018539	0.000192974	0.000156836
2378	0.000127729	0.000102163	0.000180798	0.000168017
2379	0.000184989	0.000219077	0.000236514	0.000198442
2380	0.000184989	0.000303775	0.000241414	0.000234124
2381	0.000217894	0.000357811	0.000374763	0.000366291
2382	0.000217894	0.000210515	0.000348097	0.000353576
2383	9.19431E-05	0.000124166	0.000143286	0.000123707
2384	9.19431E-05	8.87248E-05	0.000139665	0.000152834
2385	0.000265364	0.000325388	0.000388823	0.000351125
2386	0.000265364	0.00037459	0.000412175	0.000382776
2387	0.000196445	0.000275618	0.000321567	0.000320833
2388	0.000196445	0.000250126	0.000365112	0.000367521
2389	0.00022233	0.000236135	0.000384775	0.000435992
2390	0.00022233	0.000291347	0.001183732	0.002551295
2391	0.000282893	0.000293729	0.000409917	0.000368765
2392	0.000282893	0.000291757	0.000718517	0.001246376
2393	0.000279376	0.000270006	0.000171863	7.51892E-05
2394	0.000279376	0.000253552	0.000121187	3.71359E-05
2395	0.000237053	0.000233522	0.000151877	0.000102089
2396	0.000237053	0.000194182	0.00025122	0.000234054
2397	0.000109072	9.26847E-05	2.03784E-05	2.63798E-06
2398	0.000109072	0.000104011	1.19458E-05	4.18425E-06
2399	0.000193858	0.000158282	0.000183485	0.000181175
2400	0.000193858	0.000172225	0.000212509	0.000164692
2401	0.000207232	0.000291297	0.000325549	0.000327975
2402	0.000207232	0.000306506	0.000352848	0.00037355
2403	0.000284727	0.000249299	0.000194685	0.000127731
2404	0.000284727	0.000265582	0.000336529	0.000373967
2405	0.000198505	0.000299639	0.000351516	0.000322819
2406	0.000198505	0.000287071	0.000330664	0.000344023
2407	0.00030555	0.000428972	0.000468862	0.000405998
2408	0.00030555	0.000547514	0.000470401	0.000465038
2409	9.33704E-05	8.63396E-05	0.000107824	8.39915E-05
2410	9.33704E-05	9.69666E-05	5.85387E-05	8.06226E-05
2411	0.000335687	0.000387696	0.000499242	0.000474492
2412	0.000335687	0.000334889	0.000563342	0.000655909
2413	0.000216523	0.000223771	0.000259953	0.000248629
2414	0.000216523	0.000210632	0.000289726	0.000300666
2415	0.000185474	0.00012679	1.65686E-05	2.7416E-06
2416	0.000185474	0.000120176	3.52189E-07	3.95435E-07
2417	0.00029652	0.000334004	0.000420117	0.000406043
2418	0.00029652	0.000265305	0.000467758	0.000533756
2419	0.000334192	0.000361613	0.000445972	0.000385926
2420	0.000334192	0.000301796	0.000499178	0.000563988
2421	0.00024514	0.000266146	0.00032265	0.000287148
2422	0.00024514	0.000178954	0.00038072	0.000447483
2423	4.62813E-05	4.93969E-05	7.04654E-05	6.18955E-05
2424	4.62813E-05	4.40556E-05	4.64884E-05	6.19631E-05
2425	0.0002222	0.000218019	0.000288094	0.000262698
2426	0.0002222	0.000178317	0.000319471	0.000363913
2427	0.00017731	0.000203736	0.000262084	0.000245166
2428	0.00017731	0.000148243	0.000276542	0.000317156
2429	0.000283566	0.000326981	0.000439266	0.000425294
2430	0.000283566	0.000339468	0.000386477	0.000442921
2431	0.000241503	0.000271318	0.000376668	0.000446839
2432	0.000241503	0.000298729	0.000440839	0.00059263
2433	0.000244429	0.00019024	6.93317E-05	3.09466E-05
2434	0.000244429	0.000217697	6.8103E-05	4.15316E-05
2435	0.000233095	0.000215595	0.000215169	0.00017669
2436	0.000233095	0.00022169	0.000252997	0.000259364
2437	0.000248848	0.000116774	4.36612E-06	3.50197E-07
2438	0.000248848	0.000182592	1.11009E-05	2.51551E-06
2439	9.83083E-05	0.000114348	5.34216E-05	1.42155E-05
2440	9.83083E-05	7.88216E-05	6.4265E-05	3.19023E-05
2441	0.000233193	0.000267804	0.000371624	0.000426519
2442	0.000233193	0.000272189	0.000172451	9.52355E-05
2443	0.000179423	0.000212724	0.000247309	0.000254962
2444	0.000179423	0.000159024	0.000210724	0.000228992
2445	0.000151141	5.89715E-05	5.38485E-05	3.71063E-05
2446	0.000151141	0.000113201	8.58644E-05	8.46177E-05
2447	0.000165943	0.00021785	0.000267607	0.000235912
2448	0.000165943	0.000204882	0.000261444	0.000375411
2449	0.000208417	0.000237275	0.000256776	0.000201513
2450	0.000208417	7.45606E-05	0.000168361	0.000121035
2451	0.000210894	0.000168448	4.3481E-05	7.78532E-06
2452	0.000210894	0.000122467	4.58718E-05	3.91657E-05
2453	0.000270295	0.000292973	0.000335893	0.00033341
2454	0.000270295	0.000349998	0.000236102	0.000218897
2455	0.000243247	0.000212972	0.000193475	0.000119346
2456	0.000243247	0.000244397	0.000216461	0.000194082
2457	0.000113854	0.000103737	0.000104243	7.67578E-05
2458	0.000113854	5.05745E-05	9.26193E-05	0.000104709
2459	0.00023407	0.000197652	0.000293659	0.000356016
2460	0.00023407	0.000329082	0.000156084	6.90699E-05
2461	0.000180934	0.000185507	0.000188352	0.000136356
2462	0.000180934	0.000165319	0.00015027	0.000128364
2463	0.00019961	0.00019474	0.000232635	0.000243699
2464	0.00019961	0.000201428	0.000238203	0.000260054
2465	0.000225638	0.000229205	0.000260144	0.000244231
2466	0.000225638	0.000221378	0.000259588	0.000166594
2467	0.000169258	0.000148057	0.000142693	0.000142684
2468	0.000169258	5.97641E-05	0.00017252	0.000169288
2469	0.000249531	0.000252843	0.000281994	0.000245319
2470	0.000249531	0.000195139	0.000282179	0.000253324
2471	0.000477602	0.000510261	0.000574635	0.000519173
2472	0.000477602	0.000532908	0.000634127	0.000613891
2473	4.72784E-05	3.53345E-05	3.96981E-05	2.73866E-05
2474	4.72784E-05	3.32219E-05	2.72979E-05	3.41917E-05
2475	0.000521741	0.000325009	2.81585E-05	1.68448E-06
2476	0.000521741	0.000517616	5.28808E-05	2.36168E-05
2477	0.000387849	0.000383051	0.000413152	0.00040586
2478	0.000387849	0.000435147	0.000483724	0.000460747
2479	0.000248677	0.000158763	2.92377E-05	1.94228E-06
2480	0.000248677	0.000110614	9.74656E-07	3.95435E-07
2481	0.000348955	0.000282078	0.000393598	0.000394973
2482	0.000348955	0.000253092	0.000382993	0.000423272
2483	0.00033954	7.13426E-05	0.000108157	0.000211701
2484	0.00033954	0.000223992	0.000400687	0.000891431
2485	0.000436622	0.000250713	1.69658E-05	0
2486	0.000436622	0.000326834	3.81672E-05	2.38973E-05
2487	0.000487172	0.000316423	0.000114611	2.62481E-05
2488	0.000487172	0.000319382	0.000138912	6.18701E-05
2489	0.000407375	0.000430951	0.000488191	0.000438253
2490	0.000407375	0.000423697	0.000576038	0.000711941
2491	4.67454E-05	3.01352E-05	5.70981E-06	0
2492	4.67454E-05	1.93452E-05	9.85304E-07	0
2493	0.000409137	0.000408197	0.000369608	0.000319188
2494	0.000409137	0.000248859	0.000647568	0.000973251
2495	0.000392824	0.000379824	0.000417237	0.000262164
2496	0.000392824	0.000314412	0.00052349	0.000467916
2497	3.22544E-05	4.96462E-05	5.19252E-06	0
2498	3.22544E-05	2.96178E-05	1.12698E-06	0
2499	4.51699E-05	4.25902E-05	7.12136E-06	0
2500	4.51699E-05	2.87236E-05	8.07793E-06	4.07326E-06
2501	6.43961E-05	3.01129E-05	5.90126E-06	1.96783E-07
2502	6.43961E-05	3.87124E-05	1.63981E-06	0
2503	0.000269353	0.000267863	0.000319874	0.000275594
2504	0.000269353	0.000347779	0.000291271	0.000311183
2505	2.8911E-05	3.27138E-05	1.73833E-05	4.59335E-06
2506	2.8911E-05	5.04049E-05	9.43942E-06	9.7293E-06
2507	0.000240255	0.000223423	0.000104445	3.70064E-05
2508	0.000240255	0.000239311	9.67391E-05	0.000104594
2509	0.000336443	0.000107018	3.30034E-06	0
2510	0.000336443	0.000300523	0	5.14066E-07
2511	0.000425676	0.00012562	3.41011E-06	0
2512	0.000425676	0.000246295	3.30336E-07	1.63776E-06
2513	0.000291859	0.000206309	0.000217747	0.000160036
2514	0.000291859	0.000274253	5.90892E-05	4.11502E-05
2515	0.000250954	0.000175488	1.16965E-05	0
2516	0.000250954	0.000129149	5.89567E-05	3.6216E-05
2517	0.000151186	0.000223363	0.000252903	0.000242419
2518	0.000151186	0.000139503	0.000276471	0.000355462
2519	0.000339057	0.00018957	1.47752E-05	2.51021E-06
2520	0.000339057	0.000163002	2.33744E-05	2.76591E-06
2521	0.000562936	0.000522247	0.000478066	0.000407283
2522	0.000562936	0.000524316	0.000338645	0.000217474
2523	0.000157892	0.000162209	0.000182608	0.000159703
2524	0.000157892	0.000190466	0.00021626	0.000254768
2525	0.000301981	0.000324426	0.000321711	0.00026914
2526	0.000301981	0.000278954	0.00042949	0.000454261
2527	0.000247037	3.2967E-05	0	0
2528	0.000247037	0.00015085	0	0
2529	0.000512248	0.000496678	0.000547165	0.000508827
2530	0.000512248	0.000519886	0.000720192	0.000840804
2531	0.000150781	0.000127679	0.000174801	0.0001478
2532	0.000150781	0.000157118	0.000128415	0.000188174
2533	7.01091E-05	8.25132E-05	9.99921E-05	8.74218E-05
2534	7.01091E-05	5.35246E-05	9.53785E-05	0.000104332
2535	0.000536014	0.00032268	0.000139555	4.77378E-05
2536	0.000536014	0.0003727	0.000415164	0.000351697
2537	0.000206292	0.000117924	3.2332E-05	5.49722E-06
2538	0.000206292	0.000112367	0.000110354	8.69076E-05
2539	0.00064267	0.000506541	0.000231451	9.29121E-05
2540	0.00064267	0.000596915	5.57582E-05	5.51032E-06
2541	0.000367296	0.000336593	0.000179498	6.69874E-05
2542	0.000367296	0.00025133	3.50473E-05	4.659E-06
2543	0.000639167	0.000481718	0.000233959	9.03133E-05
2544	0.000639167	0.000529705	6.21231E-05	8.42762E-06
2545	0.000523478	0.000468602	0.000338161	0.000183481
2546	0.000523478	0.00050144	0.000551549	0.000425803
2547	0.000347042	0.000361216	0.000402353	0.000368033
2548	0.000347042	0.000393306	0.000458638	0.000490739
2549	0.000370175	0.000463632	0.000643173	0.000825529
2550	0.000370175	0.000554179	0.000533171	0.000430742
2551	0.000297938	0.000216592	0.000230272	0.000197854
2552	0.000297938	0.000265773	0.000211943	0.000247443
2553	0.000165608	0.000117776	3.10906E-05	4.93163E-06
2554	0.000165608	0.000136245	5.01391E-07	0
2555	0.000473068	0.000459267	0.000527435	0.000532393
2556	0.000473068	0.000433718	0.000561035	0.000638521
2557	0.000143929	0.000145738	9.33932E-05	7.29856E-05
2558	0.000143929	0.000171542	7.38524E-05	6.51719E-05
2559	0.000100357	4.85541E-05	0	0
2560	0.000100357	5.91167E-05	7.11959E-07	0
2561	0.000354431	0.000367852	0.000420956	0.000365528
2562	0.000354431	0.000387775	0.000448291	0.000523237
2563	0.000295896	0.000287111	0.00025969	0.000200718
2564	0.000295896	0.000186608	0.000278115	0.000470765
2565	0.000432585	0.000452094	0.000478857	0.00046669
2566	0.000432585	0.000449344	0.000597698	0.000644931
2567	0.000371158	0.00034662	0.000381492	0.000350361
2568	0.000371158	0.000313383	0.000465842	0.000527879
2569	0.000137668	0.000152923	0.000153183	0.000135974
2570	0.000137668	0.000163676	0.000220499	0.00025452
2571	0.000263947	0.000222879	5.61717E-06	5.64953E-07
2572	0.000263947	0.000186919	7.44038E-06	1.12318E-06
2573	0.000385567	0.000428437	0.000424008	0.000417106
2574	0.000385567	0.000472465	0.000343758	0.000260196
2575	0.000180881	3.62639E-05	0	0
2576	0.000180881	4.50032E-05	0	0
2577	0.000365069	0.000433412	0.000154224	4.33602E-05
2578	0.000365069	0.000472284	2.84174E-07	8.99665E-06
2579	0.000198087	0.000121024	3.51453E-06	0
2580	0.000198087	0.000114112	5.26381E-06	4.86515E-07
2581	0.000100959	7.98211E-05	2.8533E-06	0
2582	0.000100959	0.000114245	2.36066E-05	8.98842E-06
2583	0.000115963	0.000114717	0.0001128	7.01498E-05
2584	0.000115963	8.55817E-05	8.02589E-05	7.75362E-05
2585	0.000236084	0.000167051	5.33622E-06	0
2586	0.000236084	0.000181122	5.58489E-05	3.3997E-05
2587	0.000684677	0.00062384	0.000770128	0.000716748
2588	0.000684677	0.000797177	0.000741777	0.000756804
2589	0.000104518	9.54883E-05	9.58627E-05	5.57272E-05
2590	0.000104518	0.000122871	8.21527E-05	8.07046E-05
2591	0.000471553	0.000496087	0.000491207	0.000420632
2592	0.000471553	0.000456072	0.000566922	0.000671402
2593	0.00016793	0.00029751	0.000331926	0.000320009
2594	0.00016793	0.000272036	0.000388768	0.000367609
2595	0.000425031	0.000405252	0.000426768	0.000396495
2596	0.000425031	0.000485165	0.00045011	0.000405952
2597	0.000548548	0.000567183	0.000579301	0.000519338
2598	0.000548548	0.000789596	0.000709793	0.000820053
2599	0.000500279	0.000504974	0.000379371	0.000312479
2600	0.000500279	0.000502882	0.000404886	0.000367748
2601	0.000446023	0.000536689	0.000319729	0.00014452
2602	0.000446023	0.000457873	0.000426251	0.000464022
2603	8.80474E-05	8.54947E-05	9.16347E-05	6.73362E-05
2604	8.80474E-05	6.38514E-05	9.59106E-05	8.14614E-05
2605	0.000382064	0.000369191	0.000405839	0.000343303
2606	0.000382064	0.000426858	0.000413667	0.000406695
2607	8.3334E-05	4.91521E-05	4.13934E-05	1.90389E-05
2608	8.3334E-05	7.93466E-05	2.88904E-05	9.71117E-06
2609	0.000249983	0.000321489	0.000597395	0.000878162
2610	0.000249983	0.000347223	0.000546175	0.000850165
2611	0.000247959	0.000345542	0.000422589	0.000472672
2612	0.000247959	0.000414252	0.000383368	0.000385098
2613	0.000215665	0.000191798	0.000130726	7.28241E-05
2614	0.000215665	0.000217132	0.000170921	0.000152103
2615	0.000280367	0.000377411	0.000474268	0.00046236
2616	0.000280367	0.000281236	0.000481429	0.000518916
2617	0.000216115	0.000268685	0.000320858	0.000310709
2618	0.000216115	0.000241037	0.000230642	0.00019425
2619	0.000496691	0.000518819	0.00092014	0.001445617
2620	0.000496691	0.000594719	0.000530531	0.000283827
2621	0.00043374	0.000480713	0.000586752	0.000514355
2622	0.00043374	0.000474362	0.00061209	0.000657609
2623	0.000394972	0.000174665	4.7555E-06	0
2624	0.000394972	0.000286645	1.30487E-05	8.86845E-06
2625	0.000285098	0.000307767	0.000416327	0.000349343
2626	0.000285098	0.000334906	0.000461574	0.000610388
2627	0.000243431	0.000276037	0.000346086	0.000331423
2628	0.000243431	0.000357965	0.000345956	0.000415016
2629	0.000290168	0.00028377	5.46137E-05	3.6852E-05
2630	0.000290168	0.000338536	3.24098E-05	2.37615E-05
2631	0.000259649	0.000302243	0.000394417	0.000440386
2632	0.000259649	0.000264244	0.000439969	0.00041626
2633	0.000282188	0.000304793	0.000408854	0.000389575
2634	0.000282188	0.000261316	0.000496974	0.000446927
2635	0.000214657	0.000173293	4.07596E-05	8.12076E-06
2636	0.000214657	0.000208236	0.000147636	0.000136972
2637	0.00014998	4.01359E-05	3.58522E-06	0
2638	0.00014998	4.70863E-05	0	0
2639	0.000233991	0.00020173	0.000194349	0.000139418
2640	0.000233991	0.000177267	0.000314505	0.000418572
2641	0.000204471	0.000319358	0.000201874	0.000107192
2642	0.000204471	0.000204515	0.000348547	0.000555563
2643	0.000247712	0.000244437	0.000113114	3.13606E-05
2644	0.000247712	0.000219655	6.04768E-05	2.04205E-05
2645	0.000242239	0.000209506	7.7322E-05	2.02556E-05
2646	0.000242239	0.000158266	3.44328E-05	6.88051E-06
2647	0.000183468	0.000237105	0.000292152	0.000271169
2648	0.000183468	0.000159361	0.000309658	0.000277515
2649	0.000227457	0.000242585	0.000285821	0.000267166
2650	0.000227457	0.000217717	0.000336568	0.000382184
2651	0.000297051	0.00029749	0.000340908	0.000328724
2652	0.000297051	0.000194571	0.000430287	0.000423773
2653	0.000177306	0.000196783	0.000246874	0.000240587
2654	0.000177306	0.000101496	0.000293817	0.00028309
2655	0.000198053	0.000219645	0.000274545	0.000267448
2656	0.000198053	0.000179048	0.000231411	0.000158426
2657	0.000280345	0.000288557	0.000299156	0.000225169
2658	0.000280345	0.000349476	0.000370822	0.00033074
2659	0.000245745	0.000191062	1.38788E-05	6.05152E-07
2660	0.000245745	0.000207994	9.94857E-05	6.70567E-05
2661	0.000241249	0.000256172	0.000318514	0.000309732
2662	0.000241249	0.000156723	0.000383054	0.000355166
2663	0.000246544	0.000271131	8.77527E-05	1.62142E-05
2664	0.000246544	0.000196351	3.01244E-05	4.56514E-06
2665	0.000268075	7.71859E-05	2.64522E-07	0
2666	0.000268075	0.000174806	3.30336E-07	4.34979E-07
2667	0.000313291	0.000119388	1.54239E-06	0
2668	0.000313291	0.000200374	0	3.95435E-07
2669	0.000324387	0.000307288	0.0003815	0.000384908
2670	0.000324387	0.000412443	0.000430715	0.000424035
2671	0.000129784	8.97352E-05	8.28701E-07	0
2672	0.000129784	0.000193001	0	0
2673	0.0002143	9.98372E-05	2.25818E-06	0
2674	0.0002143	8.54669E-05	3.16362E-05	6.94926E-06
2675	0.000110031	0.000121986	0.000132701	0.000130436
2676	0.000110031	6.82789E-05	0.000183697	0.000199629
2677	0.000148972	0.000161893	0.000243032	0.000231471
2678	0.000148972	0.000181862	0.000259098	0.000286147
2679	0.000271306	0.000237351	0.000398277	0.000388829
2680	0.000271306	0.000188144	0.000207966	0.000271967
2681	0.000197994	0.000209357	0.00024656	0.000221652
2682	0.000197994	0.000254938	0.000331415	0.00035225
2683	0.000479071	0.000556253	0.001110444	0.002605696
2684	0.000479071	0.000671606	0.000952525	0.000991639
2685	0.000289737	0.000267529	0.000294972	0.00028444
2686	0.000289737	0.00020445	0.000304164	0.000307058
2687	5.71324E-05	5.11825E-05	8.17898E-05	7.02091E-05
2688	5.71324E-05	9.95683E-05	3.33767E-05	4.27771E-05
2689	0.000371133	0.000365354	0.0001592	5.84282E-05
2690	0.000371133	0.000407246	7.02892E-06	2.04571E-06
2691	0.00026133	0.000124093	6.42055E-06	0
2692	0.00026133	0.000153727	9.45555E-06	2.32226E-06
2693	0.000273322	0.000241286	0.000128477	5.58285E-05
2694	0.000273322	0.000280104	0.00012106	6.89292E-05
2695	0.000323058	0.000309088	0.000395087	0.000345211
2696	0.000323058	0.000340628	0.00041423	0.000411759
2697	0.000161111	0.000161816	0.000213119	0.000227322
2698	0.000161111	0.000127216	0.000308098	0.000442657
2699	0.000314685	0.000375065	0.000492129	0.000535602
2700	0.000314685	0.000332144	0.000459422	0.000468555
2701	9.92315E-05	6.47265E-05	4.96043E-05	3.00636E-05
2702	9.92315E-05	9.04962E-05	1.88343E-05	1.3241E-05
2703	0.000144882	0.000194446	0.000208251	0.00021765
2704	0.000144882	0.000134394	0.000206976	0.000272024
2705	0.000750693	0.000766508	0.000930119	0.001038634
2706	0.000750693	0.000718915	0.000576435	0.000389766
2707	0.000183906	0.000168442	0.000152442	0.000126035
2708	0.000183906	0.000132017	0.000169814	0.000140322
2709	0.000291415	0.000292826	0.000232594	0.000166476
2710	0.000291415	0.000356652	0.000426111	0.000574892
2711	0.000339207	0.000379045	0.000348819	0.000248666
2712	0.000339207	0.000307736	0.000490568	0.000501159
2713	0.000174174	0.000178615	0.000221547	0.000194326
2714	0.000174174	0.000235449	0.000336346	0.000553277
2715	0.000208917	0.000229144	0.000280671	0.000280284
2716	0.000208917	0.00014802	0.000308494	0.000304627
2717	4.53042E-05	5.2312E-05	6.06655E-05	5.0614E-05
