Gene	0	1	2	3
169	0.000102199	8.63798E-05	5.2661E-05	3.0701E-05
170	0.000102199	5.40017E-05	6.45845E-05	5.14793E-05
171	0.00022772	0.000203324	0.000123848	5.1652E-05
172	0.00022772	0.000217734	0.00021194	0.000209333
173	0.000147581	0.000127926	0.000140747	0.000109285
174	0.000147581	0.000123992	8.73748E-05	6.63952E-05
175	0.000252691	0.000271956	0.000451379	0.000618573
176	0.000252691	0.000309866	0.000325527	0.000323441
177	0.000187561	0.000199239	0.000245994	0.000224918
178	0.000187561	0.00014547	0.000197345	0.000184178
179	0.000210617	0.000221428	5.1782E-05	8.62926E-06
180	0.000210617	9.34406E-05	1.81039E-05	5.39689E-06
181	0.000120495	0.000117635	2.40409E-05	1.56569E-06
182	0.000120495	0.000130022	4.0761E-06	3.64887E-07
183	0.000200466	0.000140981	8.47587E-05	0.000130962
184	0.000200466	0.000193057	6.56029E-05	4.94705E-05
185	0.000320574	0.000264865	0.000177366	9.3635E-05
186	0.000320574	0.000332824	0.000227795	0.000175101
187	0.000107955	6.19604E-05	8.97538E-06	4.45705E-07
188	0.000107955	8.67235E-05	3.30517E-06	1.76118E-06
189	5.97345E-05	4.9563E-05	6.63221E-05	5.74648E-05
190	5.97345E-05	8.51758E-05	3.15634E-05	5.10278E-05
191	0.000272326	0.000225646	8.71813E-06	0
192	0.000272326	0.000195097	5.88201E-06	0
193	8.77749E-05	5.69624E-05	0	0
194	8.77749E-05	8.60878E-05	0	0
195	0.000308126	0.000318877	8.69877E-05	9.41897E-06
196	0.000308126	0.000272118	2.38976E-05	4.82074E-06
197	0.000257204	0.00025593	0.000296846	0.000259837
198	0.000257204	0.000249146	0.000302037	0.00028668
199	0.000103979	8.15962E-05	1.12423E-05	0
200	0.000103979	5.74193E-05	6.62163E-07	0
201	6.43453E-05	5.66094E-05	8.37451E-05	6.34875E-05
202	6.43453E-05	7.63188E-05	3.96772E-05	4.57602E-05
203	0.000176649	0.000137869	7.63439E-05	3.45244E-05
204	0.000176649	0.000105656	5.52991E-05	4.70698E-05
205	0.00013654	4.06936E-05	5.38065E-07	0
206	0.00013654	6.23038E-05	0	3.30529E-07
207	3.41648E-05	3.3383E-05	5.08837E-05	4.23268E-05
208	3.41648E-05	5.27966E-05	2.88559E-05	3.58173E-05
209	0.000375227	0.000321722	7.82797E-05	1.74338E-05
210	0.000375227	0.0005337	1.18716E-05	1.3521E-06
211	0.000240318	0.000120547	2.70366E-05	1.02693E-05
212	0.000240318	0.000148478	1.0283E-05	2.72487E-06
213	0.000282813	0.000290772	0.000354982	0.000347379
214	0.000282813	0.000360349	0.000377225	0.000390372
215	0.000227075	0.000210365	5.26185E-05	1.14881E-05
216	0.000227075	0.000166891	4.85184E-05	1.69993E-05
217	0.000301386	0.000305386	6.99749E-05	8.66437E-06
218	0.000301386	0.000288932	4.39365E-05	2.52132E-05
219	0.000287885	0.000242173	0.000262928	0.000261741
220	0.000287885	0.000276892	0.000259785	0.000221793
221	0.000482508	0.000459629	0.000439143	0.000286136
222	0.000482508	0.000488793	0.000593484	0.000639496
223	0.000416163	0.000487518	0.000148964	2.10088E-05
224	0.000416163	0.000416596	4.99652E-05	7.56049E-06
225	0.000133711	1.89465E-05	0	0
226	0.000133711	0.000110517	3.00305E-07	0
227	0.000227777	0.000222875	0.000180042	0.000159172
228	0.000227777	0.000188333	0.000142012	0.00012675
229	0.000638415	0.000539204	0.000467761	0.000485141
230	0.000638415	0.000601977	0.000329072	0.000355632
231	0.000409088	0.000463059	9.0323E-05	1.32366E-05
232	0.000409088	0.000418981	3.52118E-05	6.26808E-06
233	0.000199167	0.000214774	0.000236452	0.000206823
234	0.000199167	0.000173987	0.000242237	0.000314056
235	0.000185441	0.000191044	0.00018975	0.000175986
236	0.000185441	9.32393E-05	0.000222783	0.000219763
237	7.56054E-05	6.75662E-05	7.36784E-05	5.30065E-05
238	7.56054E-05	6.7191E-05	4.58227E-05	4.34004E-05
239	0.000461763	0.000183737	0	0
240	0.000461763	0.000294309	8.71523E-07	4.60681E-06
241	0.000233191	0.000254813	0.000117615	3.97446E-05
242	0.000233191	0.00029244	0.000159087	0.000111412
243	0.000312556	0.000301198	0.000291634	0.000213526
244	0.000312556	0.00023559	0.000353774	0.000365871
245	0.000444553	0.000445835	0.000516132	0.00049339
246	0.000444553	0.000544708	0.000644714	0.00069242
247	0.000463333	0.000466936	0.000552635	0.000523512
248	0.000463333	0.000436937	0.00064397	0.000770536
249	0.00029357	0.000181187	1.06828E-05	1.80385E-07
250	0.00029357	0.000314974	1.85604E-05	4.91828E-06
251	0.000209434	7.12135E-05	0	0
252	0.000209434	7.90062E-05	1.44517E-06	0
253	0.000484849	0.000336213	9.61003E-05	1.65928E-05
254	0.000484849	0.000332483	7.86824E-05	2.14214E-05
255	0.000478765	0.000493485	0.000565135	0.000547233
256	0.000478765	0.000435235	0.000606504	0.000635536
257	0.000411955	0.000439503	0.000330895	0.000187789
258	0.000411955	0.000529022	0.000367291	0.000327995
259	0.000241604	0.000131549	4.88869E-06	0
260	0.000241604	0.00026186	8.16398E-06	9.3068E-07
261	0.000233549	0.000331726	6.90784E-05	8.8734E-06
262	0.000233549	0.000255203	2.89009E-05	8.07527E-06
263	0.0001194	0.00010883	0.000143108	0.000126278
264	0.0001194	0.000127023	6.62628E-05	9.07344E-05
265	0.000370437	0.000290302	4.90781E-05	5.45856E-06
266	0.000370437	0.000181657	2.66355E-06	7.51327E-07
267	0.000477104	0.000394848	0.000662459	0.001222594
268	0.000477104	0.000480828	6.80927E-05	2.42532E-05
269	0.000594221	0.00053264	0.000618325	0.000563571
270	0.000594221	0.000582444	0.000763686	0.000896468
271	0.000195509	0.000210087	0.000259852	0.000282866
272	0.000195509	0.000285223	0.00024811	0.000273461
273	0.0001895	0.000118268	1.22006E-05	2.45979E-07
274	0.0001895	0.000143454	2.36918E-05	1.43024E-05
275	0.000304613	0.000316756	0.000339677	0.000248211
276	0.000304613	0.000350518	0.000438671	0.000505262
277	0.000130945	0.000103974	0	0
278	0.000130945	9.96865E-05	0	0
279	0.000291782	0.000402187	0.00010967	1.90325E-05
280	0.000291782	0.00028818	4.0747E-05	3.26773E-06
281	0.00036305	0.000337403	0.000424562	0.000382527
282	0.00036305	0.000296863	0.000412248	0.000430902
283	0.000246561	0.000291764	0.000379574	0.000358574
284	0.000246561	0.000266722	0.000447188	0.000506161
285	0.000399759	0.000438809	0.000537981	0.000537913
286	0.000399759	0.000440879	0.000508742	0.000649227
287	0.000376857	0.000359353	0.000390324	0.000330271
288	0.000376857	0.000442612	0.000367652	0.000299313
289	0.000207764	0.000306767	0.00034512	0.000317802
290	0.000207764	0.000204982	0.000271119	0.000199075
291	0.000274977	0.00038256	0.000407468	0.000340528
292	0.000274977	0.000365148	0.000339143	0.000270295
293	0.000210137	0.000274253	0.000354091	0.000352254
294	0.000210137	0.000220885	0.000396179	0.000444491
295	5.30007E-05	5.86468E-05	4.24628E-06	2.62377E-07
296	5.30007E-05	4.16542E-05	7.96262E-07	0
297	6.75612E-05	3.80275E-05	8.54114E-07	0
298	6.75612E-05	1.08366E-05	0	0
299	8.50109E-05	7.32174E-05	9.11868E-05	7.28893E-05
300	8.50109E-05	0.000124969	4.95589E-05	5.86162E-05
301	0.000239494	0.000347652	0.000385243	0.00035098
302	0.000239494	0.000371121	0.000357557	0.000344891
303	0.00042722	0.00034654	0.000161275	6.12554E-05
304	0.00042722	0.00042356	8.76765E-05	3.50718E-05
305	0.000252321	0.000378524	0.00015421	4.51355E-05
306	0.000252321	0.000307496	0.000464272	0.000433707
307	0.000268478	0.000345036	0.000136457	4.22931E-05
308	0.000268478	0.000236792	0.000311255	0.000267915
309	0.000186473	0.000264942	0.00036671	0.000355031
310	0.000186473	0.00017137	0.000386562	0.000384541
311	0.000428301	0.000486466	0.000791039	0.001323207
312	0.000428301	0.000437959	0.000511168	0.000207785
313	0.000110736	0.00010913	2.76428E-05	2.79494E-06
314	0.000110736	0.00014226	5.21493E-06	0
315	0.000145379	0.000192894	0.000228999	0.00022992
316	0.000145379	0.000124827	0.000223368	0.000247995
317	0.000452761	0.000468461	0.000863054	0.001622158
318	0.000452761	0.000703576	0.000294054	0.000104069
319	0.000257944	0.000323031	0.000398296	0.000398591
320	0.000257944	0.000376513	0.000382453	0.000389337
321	0.00015493	0.000209663	0.000296369	0.000291288
322	0.00015493	0.000211387	0.000277085	0.000322838
323	0.000125203	0.000117537	1.29377E-05	1.63986E-07
324	0.000125203	6.89972E-05	8.98988E-05	0.000122825
325	9.53477E-05	0.000101712	7.254E-05	3.682E-05
326	9.53477E-05	7.76553E-05	0.000105707	0.000158535
327	0.000248615	0.000283367	0.000398868	0.000374205
328	0.000248615	0.000267641	0.000421428	0.000500614
329	0.00014427	0.00017779	0.000230977	0.000219728
330	0.00014427	9.27109E-05	0.000243042	0.000219763
331	0.000144714	0.000152675	0.000219297	0.000192501
332	0.000144714	0.000101317	0.000204226	0.000227056
333	0.000188104	0.000149449	8.40204E-05	3.27266E-05
334	0.000188104	0.000188923	1.61167E-05	3.13032E-06
335	0.00023472	0.000269472	0.000322937	0.000327397
336	0.00023472	0.000250198	0.0003172	0.000331477
337	0.000265252	0.00027936	0.000337084	0.000288415
338	0.000265252	0.000255736	0.000258723	0.000170685
339	0.000155232	0.000164507	0.00024363	0.000263863
340	0.000155232	0.000156938	0.000218824	0.000224875
341	0.000449519	0.000458147	0.000774992	0.001188679
342	0.000449519	0.000583731	0.000312818	0.000104778
343	0.000166263	0.000105362	8.10091E-06	1.63986E-07
344	0.000166263	3.88587E-05	1.30698E-05	2.76124E-06
345	0.000221661	0.000302037	0.000360791	0.000330462
346	0.000221661	0.00026734	0.000391029	0.000427975
347	8.11843E-05	8.99664E-05	0.000103991	7.62044E-05
348	8.11843E-05	6.59561E-05	5.3172E-05	6.82563E-05
349	7.49381E-05	9.21409E-05	0.000113264	8.51621E-05
350	7.49381E-05	3.8982E-05	8.56025E-05	8.83556E-05
351	0.000128473	0.000100243	2.21132E-05	1.61022E-06
352	0.000128473	2.36598E-05	4.34274E-05	3.41927E-05
353	0.000186549	0.000217778	5.92299E-05	4.823E-06
354	0.000186549	0.00015741	2.92517E-05	7.76399E-06
355	0.000210392	0.000252441	0.000333147	0.000325244
356	0.000210392	0.000181862	0.000316224	0.000309929
357	8.78835E-05	8.70346E-05	6.39669E-05	3.1562E-05
358	8.78835E-05	0.000104339	8.69299E-05	0.000118292
359	0.000149757	0.000156969	6.29684E-05	1.33693E-05
360	0.000149757	8.42932E-05	9.7244E-05	3.94481E-05
361	0.000109288	0.000126365	0.000166484	0.000145199
362	0.000109288	9.49809E-05	0.000149624	0.000168757
363	0.000206231	0.00029539	0.000344041	0.000324379
364	0.000206231	0.000285208	0.000372177	0.000371863
365	0.000112253	0.000116136	0.000152749	0.000128018
366	0.000112253	0.000116409	6.82496E-05	6.91924E-05
367	0.000304771	0.000222057	3.06005E-05	6.38878E-06
368	0.000304771	0.000342043	5.06824E-06	1.63776E-06
369	0.000155903	0.000219489	7.16854E-07	0
370	0.000155903	6.44597E-05	9.80926E-05	3.21396E-05
371	0.000161167	2.7186E-05	0	0
372	0.000161167	6.93326E-05	0	4.74522E-07
373	0.000215196	0.000163587	0.000183603	0.000152894
374	0.000215196	0.000248921	0.000109918	9.12326E-05
375	0.000101231	0.00012395	0.000115333	7.41521E-05
376	0.000101231	6.59409E-05	0.000137018	0.000114085
377	0.000166769	0.000195875	0.000241012	0.000219731
378	0.000166769	0.000127473	0.000245613	0.000245286
379	0.000219383	0.00023778	0.000317458	0.000371425
380	0.000219383	0.000175925	0.000297321	0.000299273
381	0.000138563	0.000147447	0.000200373	0.000177192
382	0.000138563	0.000136752	0.000177717	0.000218681
383	6.61277E-05	8.57293E-05	0.000126597	0.00012343
384	6.61277E-05	6.33233E-05	8.99449E-05	0.000117684
385	0.000380483	0.000218141	9.01307E-06	1.63986E-07
386	0.000380483	0.00032905	2.09481E-05	5.11335E-06
387	0.00027517	0.000255585	0.000433456	0.000745864
388	0.00027517	0.000184861	0.000226032	9.85315E-05
389	0.000335681	0.00036267	0.000619405	0.001062474
390	0.000335681	0.000367333	0.00041773	0.000253383
391	0.000194659	0.000252449	0.0003578	0.000384046
392	0.000194659	0.000142999	0.000313303	0.000317396
393	0.00025357	0.000285797	0.000463623	0.000661365
394	0.00025357	0.000241583	0.000332607	0.000238057
395	0.000168613	0.000214149	0.00028844	0.000302034
396	0.000168613	0.000180505	0.000274714	0.000363007
397	8.59698E-05	7.7009E-05	0.000159768	0.000244466
398	8.59698E-05	0.0001455	4.7381E-05	2.5993E-05
399	0.00022813	0.000246602	0.000286733	0.000250689
400	0.00022813	0.000229832	0.000297113	0.000308372
401	0.00038429	0.000379768	0.000689343	0.001131042
402	0.00038429	0.000367141	0.000383784	0.000204519
403	0.000210256	0.000194186	0.000138263	6.61436E-05
404	0.000210256	0.000186161	0.000130379	4.9851E-05
405	5.65261E-05	1.91549E-05	2.2027E-06	5.59721E-07
406	5.65261E-05	4.21706E-05	0	3.97257E-06
407	0.000204462	0.000164415	0.000144324	8.50463E-05
408	0.000204462	0.000153694	0.000202135	0.000249247
409	0.000264499	0.000340551	0.000329351	0.000289904
410	0.000264499	0.000290654	0.000343324	0.000366265
411	8.28535E-05	7.72616E-05	0.000158863	0.000240948
412	8.28535E-05	8.8072E-05	4.62488E-05	2.73577E-05
413	0.000236135	0.000286777	0.000348813	0.000348917
414	0.000236135	0.000354977	0.000396401	0.000433811
415	0.000159147	8.54664E-05	0.000100759	9.94458E-05
416	0.000159147	0.000118954	9.22757E-05	9.48265E-05
417	0.000128584	0.000178905	0.000235376	0.000222347
418	0.000128584	0.000164508	0.000283529	0.000406908
419	0.000215863	0.000304085	0.000392103	0.000370715
420	0.000215863	0.000199081	0.000387965	0.00042073
421	0.000174612	0.000214359	0.000206224	0.0001418
422	0.000174612	0.000207621	0.000187091	0.000167856
423	0.000249074	6.55778E-05	0	0
424	0.000249074	0.000100975	0	0
425	0.000139183	0.000146502	0.000153318	0.000124291
426	0.000139183	9.89229E-05	0.000150356	0.000140422
427	4.49641E-05	5.74904E-05	8.5065E-05	6.5477E-05
428	4.49641E-05	3.52036E-05	5.64269E-05	6.81354E-05
429	0.000283804	0.000295592	0.000282993	0.000227229
430	0.000283804	0.000331396	0.000274051	0.000281277
431	0.000377873	0.000367539	0.000656495	0.001064626
432	0.000377873	0.000526022	0.000461148	0.000338274
433	0.000391284	0.000400775	0.000462522	0.000439257
434	0.000391284	0.000352213	0.000483231	0.000515465
435	6.91975E-05	8.83014E-05	0.000102641	9.51479E-05
436	6.91975E-05	1.90851E-05	9.95929E-05	0.000105133
437	0.000210077	0.000223732	0.000186345	8.69292E-05
438	0.000210077	0.000346443	0.00033421	0.000517951
439	7.37812E-05	4.24078E-05	1.70595E-05	3.8809E-06
440	7.37812E-05	4.9731E-05	8.37881E-07	9.74855E-07
441	0.000281009	0.000305593	0.000349379	0.000308815
442	0.000281009	0.000122508	0.000364128	0.000337868
443	0.000197391	0.000162635	1.74745E-05	1.58507E-06
444	0.000197391	9.05455E-05	1.93111E-05	8.25638E-06
445	0.000234246	0.000287942	0.000178849	7.15832E-05
446	0.000234246	0.0002244	0.000311998	0.00026973
447	0.000214982	0.000291964	0.000304005	0.00022555
448	0.000214982	0.000211898	0.000262104	0.000219821
449	0.000185174	0.000313955	0.000361859	0.000371924
450	0.000185174	0.000238232	0.000341372	0.000324367
451	0.000216424	0.000321189	0.000455735	0.000523396
452	0.000216424	0.000345176	0.000366672	0.000333541
453	0.000285367	0.000306103	0.000340235	0.000327383
454	0.000285367	0.000267739	0.000323181	0.000264854
455	0.000187039	0.000218778	0.000268402	0.000243398
456	0.000187039	0.000162946	0.000278234	0.000348998
457	0.000145492	0.000162757	0.000161978	0.000113642
458	0.000145492	0.000109115	0.000184898	0.000192842
459	0.000327048	0.00021056	3.95854E-05	4.37326E-06
460	0.000327048	0.000262061	7.69102E-06	7.9087E-07
461	0.000184715	1.79693E-05	0	0
462	0.000184715	5.47053E-05	0	0
463	0.000231429	0.000242379	0.000141539	5.44044E-05
464	0.000231429	0.000195983	0.000201257	0.000175379
465	0.000368241	0.000334687	0.000206943	7.16321E-05
466	0.000368241	0.000279005	0.000253289	0.000205905
467	0.000201418	0.000271279	0.000150044	6.03167E-05
468	0.000201418	0.000247298	0.000194561	0.000134939
469	0.00015916	0.00010992	0.000149142	8.90796E-05
470	0.00015916	0.000217174	0.000110086	0.000289859
471	0.00010077	0.000121946	6.09835E-05	2.27388E-05
472	0.00010077	5.45733E-05	5.54218E-05	3.3889E-05
473	9.02894E-05	0.000123322	0.00012766	7.94835E-05
474	9.02894E-05	9.04716E-05	7.60468E-05	5.94515E-05
475	0.00021402	0.000210854	7.63193E-05	2.70977E-05
476	0.00021402	0.000205938	4.97625E-05	1.63714E-05
477	0.00017482	0.00023141	0.000137895	6.42841E-05
478	0.00017482	0.000119836	7.52705E-05	2.21085E-05
479	0.000337257	0.000186413	1.50653E-05	0
480	0.000337257	0.000284705	0	0
481	4.36967E-05	2.45382E-05	0	0
482	4.36967E-05	3.26496E-05	1.63805E-06	3.5432E-07
483	0.000300726	0.000268017	0.0001225	4.95234E-05
484	0.000300726	0.000180417	8.52909E-05	3.03564E-05
485	0.000139195	0.00010222	1.25912E-05	5.4864E-07
486	0.000139195	4.66689E-05	1.5321E-05	6.7579E-06
487	0.000479477	0.000407018	0.000454781	0.000447074
488	0.000479477	0.000509271	0.000289468	0.000184322
489	0.000189006	0.000134983	2.47039E-07	0
490	0.000189006	9.43039E-05	2.71766E-07	8.51402E-07
491	0.000313002	0.000297713	0.000318459	0.000264345
492	0.000313002	0.000237097	0.000222744	0.00017679
493	0.000160679	0.000121247	0	0
494	0.000160679	7.71847E-05	1.72756E-06	0
495	0.000227762	0.000205007	0.000296816	0.000362004
496	0.000227762	0.000149194	0.000200075	7.79146E-05
497	0.000262086	0.000260916	0.000127157	3.98583E-05
498	0.000262086	0.000181832	3.16064E-05	8.07468E-06
499	0.000161021	0.000150706	0.000180338	0.00017089
500	0.000161021	5.40764E-05	0.000229075	0.000284424
501	0.000184115	0.000160209	0.000111474	7.20279E-05
502	0.000184115	0.000101398	0.000237245	0.000262376
503	0.000240429	0.000337971	0.000416885	0.00042524
504	0.000240429	0.000375276	0.000549957	0.000685602
505	0.000276913	0.000352331	0.000334333	0.000307481
506	0.000276913	0.000272117	0.000389463	0.000326726
507	0.000415466	0.000429849	0.000703821	0.001138264
